,analysis_sample_rate,audio_md5,danceability,duration,end_of_fade_in,energy,idx_bars_confidence,idx_bars_start,idx_beats_confidence,idx_beats_start,idx_sections_confidence,idx_sections_start,idx_segments_confidence,idx_segments_loudness_max,idx_segments_loudness_max_time,idx_segments_loudness_start,idx_segments_pitches,idx_segments_start,idx_segments_timbre,idx_tatums_confidence,idx_tatums_start,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id,analyzer_version,artist_7digitalid,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_name,artist_playmeid,genre,idx_artist_terms,idx_similar_artists,release,release_7digitalid,song_hotttnesss,song_id,title,track_7digitalid,idx_artist_mbtags,year
161,22050,8a45e57e7de179def87adcd3f6c87876,0.0,428.56444,4.267,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.743,-8.403,0,0.727,414.697,105.994,3,1.0,TRAAMES128F42AF068,,1244,0.8144481104168003,0.6079718095629023,ARFVYJI1187B9B8E13,47.60356,"Seattle, WA",-122.32944,83b9cbe7-9857-49e2-ab8e-b57b01038103,Pearl Jam,1252,,0,0,Pearl Jam,307651,0.6593046691644056,SOHTWLT12A8C13CFE1,Inside Job,3475412,0,2006
162,22050,a24b7b9ea018349a06ad86e1c8d5b170,0.0,185.7824,3.059,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.015,-13.251,1,0.236,174.556,88.489,1,0.249,TRAAMFG128F92FDEA2,,4139,0.6904475497729028,0.5077816674051294,ARBM4TC1187FB5CE98,,"Los Angeles, CA",,eb45032c-80da-469c-be20-1d09f08ef37f,Natalie Cole,2221,,0,0,Take A Look,614890,,SOVQZYP12A8C144692,Take A Look  (LP Version),6835825,0,0
163,22050,51082f473bc0ee5b02b8c52509e0a4cb,0.0,654.28853,3.048,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.539,-5.884,0,0.617,638.462,118.433,4,0.802,TRAAMFT128F93128AD,,29785,0.7804617487770407,0.5742747305168561,ARMQHX71187B9890D3,,"Atlanta, GA",,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727,Mastodon,-1,,0,0,Crack The Skye,538734,0.6266128026956008,SOHHANU12A58A77C66,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),5964972,0,2009
164,22050,1ec172a29efeae42ed90f67b295392cd,0.0,306.72934,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0,-6.929,1,0.232,276.149,96.007,4,0.906,TRAAMGJ12903CD315C,,23316,0.6058740493326593,0.433945513830991,ARYXJ5A1187B9B9E56,36.69094,Jerez De La Frontera (Cádiz),-6.13487,428743da-1684-4bd4-9d0c-89f34df5f529,Kiril Valeri,73536,,0,0,Behind The Blue,767591,0.2707759989463275,SOTHWPG12AB018C90E,Bulgarian Dream,8498878,0,0
165,22050,f2ee8363afd40df6bfa42dcb0887a483,0.0,229.51138,3.233,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.457,-4.198,1,0.398,222.285,187.807,4,0.381,TRAAMII128F933B583,,409984,0.6388802061278953,0.24634071356237247,ARULHJM1187B997004,,,,38f0411c-a411-4d20-aa28-c06b4e1cd397,Word,-1,,0,0,Matumago X Press,554760,,SOOQHNV12AB0186CD4,Amalgama,6134168,0,0
166,22050,7842a4d5d8e2cd36045b7736e6e47e25,0.0,205.58322,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.025,-6.998,0,0.312,202.931,181.115,4,0.701,TRAAMJY128F92F5919,,1915,0.7120989021279718,0.41339391128749997,AROTIMO1187FB532BF,,Compton CA,,542f4f08-4d8f-48db-a414-d3a33a62929f,DJ Quik,7070,,0,0,The Best of DJ Quik - Da Finale,528941,,SOSGXRU12AAF3B2B07,Born and Raised In Compton,5845776,0,1991
167,22050,a3ad479a5fd961c2122c0c79622ed703,0.0,127.05914,0.322,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.826,-12.772,1,0.936,114.724,148.357,4,0.097,TRAAMKI128F428537A,,2090,0.6357570221000797,0.3794369722404727,AR0X3JJ1187FB3A9A7,,"McLellan, FL",,c8d0d74b-80eb-4746-8cea-f5df78b4b90c,Hank Locklin,16411,,0,0,RCA Country Legends,293622,0.4944895175021134,SOFRUDU12A8C13A40C,We're Gonna Go Fishin',3301722,0,0
168,22050,4059feae238ef4d17163a7d9f74e1652,0.0,44.35546,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-18.147,0,0.0,44.355,136.164,4,0.68,TRAAMKL128F9347D8A,,618,0.7864270833791762,0.5122267383177268,AR035N21187FB3938E,34.23294,Earth,-102.4102,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,-1,,0,0,LOOK (Original Motion Picture Soundtrack),472444,0.30416950343527516,SONXLQQ12AB0184B54,Robbers Kill Cop,5250706,0,0
169,22050,cf983e0bbe786d22ae4c7fc543b12767,0.0,203.83302,2.067,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.648,-7.661,0,0.629,195.117,126.941,4,1.0,TRAAMKP12903CC74F4,,95199,0.6228299968847893,0.4269442562357665,ARA0H5U1187FB47949,,,,6b5f8f90-ee6f-4dd4-aba5-1dc685f42779,2-4 Grooves feat. Reki D.,-1,,0,0,Relax,763206,,SOKPHVH12AB0187460,Relax,8450582,0,2009
170,22050,4ef6b56adef81b73d7f48ce430203a95,0.0,176.50893,0.497,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.526,-17.308,1,0.595,165.535,159.582,3,1.0,TRAAMKW128F4249CF0,,41495,0.38230828283667867,0.28356259598084455,AR358YS1187FB44A29,37.20897,"Springfield, MO",-93.29156,42b93918-afa2-4f77-b231-b1244606900d,The Jordanaires,17204,,0,0,Joy In Our Hearts - The Gospel Side Of The Jordanaires,239244,,SOIUGDX12A6D4FDECA,Sweet By And By,3029052,0,0
171,22050,3872e798955f1ff5a0bbce25d82cfed1,0.0,140.66893,0.078,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.006,-28.347,0,0.127,135.285,89.495,4,0.614,TRAAMPA128F92E7D0D,,68151,0.7272303154628746,0.4765593789777819,ARANOZN1187B9B373E,,"Los Angeles, CA",,f035837e-4117-438d-a524-cacf43500e68,Descendents,38191,,0,0,Enjoy!,329967,0.5194485814940588,SOAYYDM12AB01817E6,Orgofart,3707502,0,1986
172,22050,a13b20468a62dfffbaafa9e9e7422604,0.0,201.09016,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.608,-2.869,0,0.505,201.09,102.259,3,1.0,TRAAMSO128EF348DCC,,1390,0.6657283364248289,0.45694055844157816,ARHONG11187FB3B120,29.78772,katy,-95.82333,87684162-ab42-4cfa-bf22-ebe237035f54,L.A. Guns,7926,,0,0,A Nite On The Strip - Live,71267,,SORAJXA12A58A7A4C9,Bitch Is Back,746719,0,1988
173,22050,ab0d99e24684e8c59ec14eff82b07bc4,0.0,254.79791,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.647,-7.309,1,0.54,236.141,107.529,3,1.0,TRAAMXP128F4264F6A,,19767,0.5393805902106864,0.3605835821516753,ARRA2F91187B9B4061,,,,7463fbd2-60fb-471a-a5cd-d42b75d72dad,Bare Jr.,23520,,0,0,Boo-Tay,282150,0.0,SODJUNF12A8C13337F,Naked Albino,3158447,0,1998
174,22050,e9861496831ed6229a6fc6a94fd4f0f0,0.0,143.0722,0.32,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675,-15.351,1,0.353,133.724,99.408,4,1.0,TRAAMYQ128F148B753,,34732,0.07512476163907388,0.3701947010583135,ARSGZ3J1187FB3E610,34.01156,"Santa Monica, CA",-118.49229,26055e60-857e-43f3-aad5-a0f1d6d1a828,Shelley Fabares,-1,,0,0,The Best Of Shelley Fabares [Digital Version],46723,0.0,SOVDDWO12A6D4F9A78,Johnny Loves Me (LP Version),499172,0,0
175,22050,37f922d06487bfa3e21df46f56e03061,0.0,163.49995,2.171,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.753,-25.694,1,0.629,156.212,79.731,4,0.897,TRAAMZB12903CAB002,,428115,0.31241512329832843,0.2506012864465103,ARMQ32V1187B9999F3,52.88356,England,-1.97406,33d03c1a-77ce-4ada-bed2-7dfbd312c21b,Norrie Paramor,-1,,0,0,In London_ In Love,575880,0.0,SOFGQAP12AB0185946,Dearly Beloved,6382258,0,0
176,22050,27e1fcaaee813988e1140b5a9c331e43,0.0,289.64526,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,-9.435,1,0.578,286.18,188.502,1,0.0,TRAAMZR128F9315DCC,,23683,0.5247000411070547,0.38976551809145177,AR8EDG51187FB41A08,,,,9ee12319-bfdb-4b63-a0b3-a7968a664a6c,Gary Hobbs,51164,,0,0,Of My Times,539974,0.0,SORGLCR12AB0184B69,The Look Of Love,5979322,0,0
177,22050,2d23a4cc6dbbd82315a0da35efc13fc6,0.0,124.15955,0.38,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.724,-4.793,1,0.583,122.015,133.729,1,0.046,TRAANBH128F9345A6C,,89684,0.5678142640009771,0.37668863102209926,AR1GYND1187B9A9CD3,38.43773,"Santa Rosa, California",-122.71242,044cb251-d596-40e2-a4a8-6b2943af05c9,Diesel Boy,38194,,0,0,Venus Envy,558289,0.40565219615969267,SOLBIIE12AB0184DFC,Cooler Than You,6176506,0,1998
178,22050,7d83ec283fd20c7a95a13c0ee547bddd,0.0,167.3922,0.131,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.694,-17.623,0,0.591,163.149,139.136,4,0.63,TRAANKK128F42531BC,,1796,0.6987704777958721,0.39945172400502926,AR1PCLK1187FB5BBFF,40.14323,New Jersey,-74.72671,5894dac5-0260-4175-b36e-e34680a859d6,Angelo Badalamenti,-1,,0,0,Freddy's Favorites: The Best of A Nightmare On Elm Street,275722,0.4454545254934259,SORHOEV12A81C20F71,Taryns Deepest Fear,3070778,0,0
179,22050,1e290c2cd6c75189aa5e21aa427cf9f2,0.0,321.35791,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.341,-6.2,0,0.369,312.761,193.693,4,0.617,TRAANLO128F422AE37,,8580,0.7848203890392526,0.5725833363950456,ARF0W6Z1187B9AC325,,,,7e26cbe1-b8f5-4215-af82-e43d5f8ff308,Cradle Of Filth,5498,,0,0,Bitter Suites to Succubi,179267,,SOFPYXC12A58A7A4B9,Summer Dying Fast,1937965,0,1994
180,22050,a74b2b18eabac6e6ef4fa7733e077795,0.0,263.94077,0.429,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693,-19.821,1,0.528,248.123,76.693,4,0.524,TRAANLZ128F934EC42,,354511,0.5202049113174553,0.36150980217715184,ARWGIOC1187FB4CBEF,37.16793,United States,-95.84502,7d4624c6-5e71-49f9-a3aa-fc9951953cbb,Jim Chappell,-1,,0,0,Manila Nights,517634,,SOFQGCQ12AB0183609,Still,5729973,0,0
181,22050,fc4a7769383f9a9547848f2469ae7b31,0.0,341.36771,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.432,-9.632,1,0.304,324.679,126.95,4,0.575,TRAANMF12903CEAFEF,,182708,0.4796956080800962,0.22005076466880738,ARZHLNX1187FB4B8E7,40.71455,NY - New York City,-74.00712,be52fe49-369d-4e75-8590-6feaa3a3510a,Ladybug,-1,,0,0,Snapshot,686750,,SOEBDBO12AC4688712,Snapshot,7621301,0,0
182,22050,92c2d8076afefc3d2bac84a0a9c75057,0.0,333.13914,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.598,-5.671,1,0.532,317.719,144.812,1,0.091,TRAANRI12903CD0A9C,,423502,0.4630872537342178,0.32785892465345917,ARC25S11187B993923,,,,5bfb0a12-0f7a-4e68-880f-381169ca27ac,Bandido,215105,,0,0,End Of The Road - Single,766687,,SONIQSB12AB0189829,End Of The Road (Head Hornys Remix),8488956,0,0
183,22050,93fff8cf7d303af7df6eaf9c5b5fbea5,0.0,349.12608,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.7,-11.708,0,0.319,338.506,138.003,4,0.0,TRAANTD128F9323B23,,288930,0.5156110959367503,0.0,ARKE8PP1187B997DD4,,,,dd7d3072-332a-4bad-bd0e-5f038cc3b269,Brixx,-1,,0,0,7 Miles,545429,,SOYNEII12AB0181DB6,7 Miles,6036365,0,0
184,22050,5b4d35b31ece90b927c4513203d749b4,0.0,168.56771,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.576,-16.968,0,0.621,159.637,130.284,4,0.706,TRAANTZ128E0792529,,7338,0.9057768886660886,0.5984585009824434,ARK9TRQ1187B99C095,41.50471,"Cleveland, OH",-81.69074,b7ffd2af-418f-4be2-bdd1-22f8b48613da,Nine Inch Nails,-1,,0,0,Things Falling Apart,15567,,SOKIGWD12A6701DE9D,The Frail,163540,0,1999
185,22050,f2b1fa30d3b5f0cf61b38f831bf0ac1a,0.0,350.71955,0.519,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.881,-13.038,1,0.901,334.17,152.013,4,1.0,TRAAODT12903D0D16E,,589889,0.35221281658738174,0.2979492662186256,ARGTUWC1187B9904A0,,,,dcf9547a-8512-48c1-89a1-1c15d231a283,Susana Seivane,-1,,0,0,Os soños que volven,789959,0.0,SOHXKAN12AC46872F1,Para Milladoiro,8736894,0,2010
186,22050,677f09670959f31c0c3207a688e205b7,0.0,175.62077,0.148,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.852,-10.647,1,0.743,167.358,159.968,4,0.415,TRAAOEH128F426A82F,,198307,0.38514335108945025,0.2721901520589511,ARFS01P1187B9A395A,42.17963,"Blandford, MA",-72.92483,42f892c2-4f32-4380-8c14-dad3e926d840,Leland Martin,-1,,0,0,Leland Martin,259476,,SOQZHMH12A8C13A393,Stone Cold Fingers (Bonus Track),2848238,0,0
187,22050,6f5252a3b7c382bdcf61d681b5432afb,0.0,190.24934,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.441,-4.172,0,0.326,185.289,75.031,4,1.0,TRAAOIN128F9303790,,9789,0.6820456916342974,0.3734642277637134,ARGWIHH1187B9A79B0,,,,f1ce0a98-fed9-4337-b817-398720ff6bd8,Test Icicles,-1,,0,0,For Screening Purposes Only,534031,0.5430528641992896,SOLEYPL12A6D4F83CE,Snowball,5902774,0,2005
188,22050,b9dadbe1c29d273387a3e7edb5140cbb,0.0,255.16363,2.67,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.473,-10.756,1,0.505,248.337,150.837,4,0.466,TRAAOJI128F1458DCD,,16322,0.6309286076787999,0.46155845195981815,AR5MK521187B98E0B8,51.50632,"London, England",-0.12714,0796f847-09ca-4526-b17e-44390dd536ba,Heaven 17,6680,,0,0,Endless,23134,,SOZFCNC12A6D4F76F3,(We Don't Need This) Fascist Groove Thang,241101,0,1981
189,22050,79972f9cfc31c82a3804bd28900ab7f9,0.0,120.2673,0.502,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.634,-3.422,0,0.52,116.013,143.231,1,0.0,TRAAOPW128F428AE31,,143296,0.48510791763152933,0.2473405842381235,ARU22AM1187B9961EA,,,,ac839735-6abe-4a65-a18c-05f132574641,React,19849,,0,0,That Which Does Not Kill You...Can Only Make You Stronger : Three Way Split,220650,,SOPUQFS12A8C13DE1E,Drunk Alone,2409241,0,0
190,22050,34daf4cc07595feaada8ca4abc96c4c4,0.0,557.26975,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.259,-12.26,1,0.462,508.54,123.993,4,0.302,TRAAORY128F934984F,,95400,0.48004781937147645,0.30660364129709755,ARTB56G11C8A41569D,,,,85e9f066-26f8-4e75-9894-b549a9880255,Sven Tasnadi,-1,,0,0,Break The Night,515188,,SOPNRDT12AB018A2D8,Charisma,5706978,0,0
191,22050,ea0ccc7fe7e901bf31d162863659b7d7,0.0,187.53261,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.681,-23.527,1,0.541,180.355,97.981,1,0.0,TRAAOTD128F42322FC,,102301,0.45085268513440907,0.3323898702808034,AR93RTI1187B98ECFB,30.38815,"Navasota, TX",-96.0878,28868947-1ff6-4021-8e84-a44ef80fb211,Mance Lipscomb,-1,,0,0,Texas Songster,237520,0.3509795063714294,SOGTLVU12A8AE47D5D,Going Down Slow,2606546,0,2000
192,22050,9f57037521520bc620cd6cb96e471803,0.0,295.60118,2.125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.783,-9.435,1,0.704,290.65,137.288,4,0.471,TRAAOTT128F14AE002,,49854,0.4973075122753628,0.34240639110484233,AR9AN471187B99E0DA,33.74831,Atlanta Georgia USA,-84.39111,60c97d6c-f291-48ef-a1c2-c9c0fbda1ab6,Scott Wesley Brown,30715,,0,0,The Scott Wesley Brown Collection: A Library of 35 Favorite Songs,64434,,SOXNMDZ12A6D4FA20D,All Rise,669403,0,0
193,22050,e6c15ac754c104be87630efce93cf107,0.0,252.02893,0.149,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.372,-8.639,1,0.467,252.029,168.323,4,0.484,TRAAOTT128F9342E04,,379063,0.42427892689584995,0.29547099049043,ARAR4YH1187B98BF2A,,,,9f8aaa64-6859-48bd-b966-3b8efe62db25,Flávio José,193294,,0,0,Seu Olhar Não Mente,512027,0.0,SOGOJBW12AB018513B,Jogo Limpo,5679595,0,0
194,22050,bc282320d1155b2f4f8109bfd57fa1ca,0.0,329.35138,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.144,-7.672,1,0.287,316.883,111.079,4,0.599,TRAAOXM12903CFB3B0,,56108,0.6025555891290453,0.3895355761888646,AR567PN1187FB4B4F2,,,,b4051f19-c3a3-43ac-bd54-2b70d9d0e226,Moss,-1,,0,0,Never Be Scared / Don't Be A Hero,737947,0.5708506420788445,SONNOCP12A8C145220,Silent Hill,8175909,0,2009
195,22050,411448265f9444de52f6f9597323f0f0,0.0,180.00934,0.258,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,-13.668,1,0.325,171.648,133.009,4,0.682,TRAAOYG128F9314996,,32534,0.38541744679271267,0.31213122149558203,ARYKF861187B99C74B,,,,063d505c-cbdc-4db6-b8d1-02046d61a1e1,Pery Ribeiro,60286,,0,0,S'Wonderful Movie'n Bossa,495799,0.0,SOUDHTP12AB0183403,Our Love Is Here To Stay,5488798,0,0
196,22050,2d0b718eefdf3ea4039137e6b33078db,0.0,244.45342,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.516,-6.885,1,0.59,227.794,146.577,5,1.0,TRAAPCC128F42519A7,,189677,0.5391811881610101,0.276702624728755,AR4K59J1187FB3759B,44.11559,Oregon,-120.51484,775d0224-57b0-4fae-a6ad-b2e9446b26df,Soular,-1,,0,0,Time and Space,245279,0.23584620327944406,SOWDEPU12A8C137B14,Everything Changes,2742762,0,0
197,22050,ccbe162ee7332017e94f612235256e95,0.0,282.53995,0.351,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.34,-4.2,0,0.34,275.522,140.458,3,0.595,TRAAPFQ128F42684DB,,18460,0.8260754666985954,0.5996026426495992,ARLSF8H1187B9A76B0,,"Oslo, Norway",,17167af8-c1da-45cc-bba2-9d23f068b7a3,Dimmu Borgir,7454,,0,0,Death ... Is just the beginning Vol.4,264857,,SOJBYGW12A8C13A497,Master Of Disharmony,2838961,0,1996
198,22050,1bca45d02ce1634f8cd68ae55d2f4870,0.0,388.28363,2.49,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551,-16.433,1,0.583,383.994,132.506,4,0.195,TRAAPGF128F1458F8B,,105561,0.6849948965806557,0.41551708285972627,ARDG9Z71187B997023,51.50632,"London, England",-0.12714,68950696-ee9a-49b2-a8c2-d1d6c19355cc,Public Image Ltd,61470,,0,0,Live In Tokyo,23178,0.263969820176701,SOQDTQP12A6D4F793F,(This Is Not A) Love Song (Live),241590,0,1983
199,22050,60d4cdc9cd05d0082bcf23761c4a5ca6,0.0,345.93914,0.416,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.04,-6.951,1,0.148,339.754,153.862,4,0.404,TRAAPIV128F1493132,,1380,0.7613622384458618,0.4671106485845494,AR56P361187B9AC4DB,54.5958,"Belfast, Northern Ireland",-5.93494,a8806b5c-3ee0-4277-94d3-1a5427a7707c,Gary Moore,2590,,0,0,Dark Days In Paradise,52141,0.4471357962861778,SOJHKYL12A6D4FA0AC,What Are We Here For,543990,0,1997
200,22050,eb9d638918738e878a9f81576fa37bbf,0.0,243.1473,0.525,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.847,-14.737,1,0.639,235.886,93.238,4,0.521,TRAAPLS12903CB2D40,,565099,0.4644812815410222,0.0,ARDDHGI126E2B3AA76,,,,8a2c0c47-14de-44c0-9d81-a12a59cf5808,Pascal Sangla,-1,,0,0,Une petite pause,755756,0.0,SOJVWBA12AB018C326,Une petite pause,8366584,0,2010
201,22050,9de7dfd460c6eb5f0dcc4a60a757dc1b,0.0,261.74649,3.489,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,-9.628,1,0.398,250.921,124.086,4,0.366,TRAAPPQ128F14961F5,,53,0.6815985531460305,0.5375372013052252,ARVML631187B99E90D,,"Athens, GA",,127f591a-7e27-4435-92db-0780f219f3a1,The B-52's,147,,0,0,The B52's,53826,0.7140465527721864,SONRSQW12A6D4F6D1C,Wig,561525,0,1986
202,22050,97adc2edaa088fd78bf79bc60326af2a,0.0,172.25098,0.449,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.558,-8.46,0,0.54,165.727,66.765,1,0.805,TRAAPQQ128F427C750,,155912,0.33697042752391904,0.0,ARBKMHZ11F4C843491,,,,,Dakis,56054,,0,0,Moments,215830,,SONTBYD12A58A77A29,Perasmena Mesanihta,2349161,0,0
203,22050,dd59a8c185fbf2de34de11bed741f557,0.0,216.60689,0.177,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.558,-3.736,1,0.533,214.192,145.518,4,0.675,TRAAPSQ12903CAE86A,,414,0.7311842304128983,0.5492043838770254,ARD3LXU1187B9ABFC5,,,,e5db18cb-4b1f-496d-a308-548b611090d3,Sex Pistols,1418,,0,0,Punk International,754188,0.4137398358601097,SOMKMPB12A8C1447D0,God Save the Queen (Live),8348795,0,1988
204,22050,ece2d2c47257446051e6a7b288b05a16,0.0,363.59791,0.09,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.638,-4.376,1,0.371,353.913,139.998,4,0.548,TRAAPVV128F425D64C,,17428,0.8926886114037278,0.8521862384017338,ARXOTQH1187FB57084,,"Fairfax, California",,e1009244-1bf4-4a4c-889e-0db83b9be08f,Chris Brown,2729,,0,0,Forever,279702,,SOSGQPS12A8AE48538,Forever,3119613,0,0
205,22050,9c2ea0bcf8fdb1b1ae5df12766f03a56,0.0,271.77751,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674,-6.947,1,0.556,267.761,90.648,3,1.0,TRAAPWD128F931ACD4,,92633,0.3323308822129398,0.0,ARMG6K31187FB55677,,,,27bdf4e1-6d70-4ebb-86d0-99a76f150714,Deekline & Wizard,150314,,0,0,Breaks_ Beats & Blondes,409251,0.319565986882865,SOKENJQ12AB017EC8C,Sun Is Shining,4552954,0,2004
206,22050,995c7db078f4154b3c71475433205303,0.0,330.65751,0.229,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.706,-12.279,0,0.629,324.261,140.334,4,0.103,TRAAPXK128F934DF25,,717545,0.34901200212977335,0.0,ARFUSID1241B9C9462,44.41033,Genova,8.93889,,Daniela Dessì,-1,,0,0,Reiki - Spiritual Fitness_ Relaxation and Chakra Meditation,646806,,SOBNTXB12A8C1428BA,New Age,7165290,0,0
207,22050,90b5f2d047bcc217bc8a5e61a82e17e2,0.0,133.27628,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.783,-15.736,1,0.674,117.661,89.86,1,0.368,TRAAQBF12903CF796B,,5855,0.632242851125503,0.45343579119347505,ARC6UC81187B989062,40.71455,NY - New York City,-74.00712,232bb885-d7c6-4463-a694-0830ae3300bc,Hem,-1,,0,0,Peace At Last - EP,603055,0.3603705827121406,SOIKIJC12AC3DFB3D2,Have Yourself A Merry Little Christmas,6698878,0,2005
208,22050,0d0956a7419bbee27fa80c08b3c73c86,0.0,264.69832,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.594,-5.871,1,0.509,251.141,156.097,4,1.0,TRAAQCK128F92E8C33,,24981,0.9160582384829289,0.5354083792298137,ARKZJ301187FB521B2,,LDN,,6e0c7c0e-cba5-4c2c-a652-38f71ef5785d,Lily Allen,4702,,0,0,Alright_ Still (Deluxe),435050,0.5669884440404037,SOFJNQR12A6D4FAE92,U Killed It,4846225,0,2006
209,22050,0597eab9d4bff3765c9e36d7b5de1dbd,0.0,228.51873,0.229,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.579,-12.053,1,0.405,223.37,179.501,1,0.0,TRAAQDJ128F92F95E0,,30026,0.5470785691342652,0.33364914079207836,ARVKAWO11F50C47C9A,,,,,Pentangle,74894,,0,0,Light Flight - The Anthology,340310,,SOGDFIT12AB018528B,Rain And Snow,3805433,0,0
210,22050,16fb424433b3adc5eba0777a1ac90c2b,0.0,240.3522,0.132,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.611,-6.248,1,0.544,233.465,86.689,3,0.859,TRAAQDL12903CA8FB5,,562583,0.39257016560810254,0.31398973328035057,ARHXBJI1241B9C8B7F,,,,cbf8aa43-fd3e-480d-b5c9-c94d968efec1,DJ Dips,154468,,0,0,This DJ,752185,,SOOIZTH12AB018C12E,Gerra De De,8326052,0,0
211,22050,6ca3c15c9f095285fbf199010bc1b939,0.0,145.57995,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757,-13.703,1,0.637,140.527,160.261,5,0.182,TRAAQEV12903CB5459,,490852,0.3266997281304141,0.3050742624735008,ARTFLEU1269FCD1FE3,,,,,Ana Bekuta,-1,,0,0,Zlatni hitovi '90 1,667517,,SOQPJUL12AB0189379,Kako mi je pitas sad,7400286,0,0
212,22050,20840834770ea82744d09c9c712fdd9d,0.0,235.80689,0.131,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.391,-9.716,0,0.316,235.807,101.03,4,0.58,TRAAQFC128F425ED83,,7050,0.4580551793630036,0.37176089539478846,AR0LVFQ1187B9A84E0,40.71455,NY - New York City,-74.00712,eb8700f3-bb21-44d4-b340-4eb162c924ee,Jason Miles,111355,,0,0,Miles To Miles,150501,0.2538347361322313,SOMBQEO12A8C135018,Voices On The Corner,1569838,0,0
